Sigla,Código,Município,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
BA,2923704,Paratinga,,,,,,,,,,,,,,,7.3768031426,28.1174754804,55.8258013959,61.1918235444,59.1459961376,73.6048542192,129.289660683504,127.438389964333,126.837793778246,113.25513864525,122.10988144371,
BA,2923803,Paripiranga,22.5745102086,4.1717700228,13.2982205089,33.302283765,21.6344805578,11.5074182081,12.1244987063,26.5790611125,8.1447002334,8.6738670669,13,14.7712407189,5.9868729002,15.911278947,13.2782456566,13.7158416978,,18.3575470633,17.5681176646,14.0467279044,23.7470805337049,14.4710259666459,33.9667312151912,6.95067637895036,1.57561137346722,
BA,2923902,Pau Brasil,4.5149020417,2.0858850114,,,,,,,,,,,,,,,,,,,31.6627740449398,1.86722915698657,1.71983449190842,0.81772663281769,0.787805686733612,
BA,2924009,Paulo Afonso,60.9511775633,50.0612402722,305.8590717027,333.0228376506,384.7846899194,365.3605281095,328.7086315921,293.6353418142,228.0516065364,194.0777756214,169,150.4820148241,128.2901335759,23.8669184205,42.0477779126,47.3196538573,39.9661987266,67.3110058988,38.6498588622,124.1730746751,276.521559992474,206.795629136262,408.460691828249,618.201334410173,736.598317095927,
BA,2924058,Pé de Serra,,,,,,,,,,,,,,,,2.0573762547,3.1719205339,3.0595911772,2.3424156886,1.6856073485,2.63856450374499,1.86722915698657,1.71983449190842,2.86204321486191,3.54512559030125,
BA,2924108,Pedrão,,,,,,,,,,,,,,,,0.6857920849,,,,,,,,2.45317989845307,2.75731990356764,
BA,2924207,Pedro Alexandre,,,,,,,,,,,,22.1568610784,29.934364501,43.7560171043,57.5390645119,82.2950501866,50.7507285417,49.5653770709,25.7665725748,31.4646705059,118.735402668524,112.033749419194,96.7406901698484,56.4231376644206,72.8720260228591,
BA,2924306,Piatã,,,,,,,,,,,,,,,,2.7431683396,3.8063046406,7.9549370608,4.6848313772,3.3712146971,2.63856450374499,2.33403644623321,2.14979311488552,2.04431658204422,1.96951421683403,
BA,2924405,Pilão Arcado,,,,416.2785470633,267.3403668917,312.1387188966,292.3351354732,353.1218119232,257.1398216559,216.846676672,208,184.6405089866,162.5008358628,410.5109968327,315.7271745014,385.4151517071,251.2161062815,960.0997114114,416.9499925739,313.5229668268,669.667671050477,806.642995818198,784.244528310237,624.334284156306,679.48240480774,
BA,2924504,Pindaí,,,,,,,,,,,,9.2320254493,5.9868729002,7.9556394735,8.1144834568,4.8005445942,2.5375364271,11.6264464734,6.4416431437,8.9899058588,24.8025063352029,21.9399425945922,21.4979311488552,19.6254391876246,6.30244549386889,
BA,2924603,Pindobaçu,,,,,,,,,,,,,,,,33.6038121595,41.2349669401,67.9229241343,46.8483137724,30.3409322736,52.2435771741507,41.0790414537045,42.5659036747333,32.7090653127076,35.0573530596457,
BA,2924652,Pintadas,4.5149020417,6.257655034,5.6992373609,3.3302283765,3.0906400797,2.876854552,4.0414995688,3.7970087303,4.6541144191,4.3369335334,3,1.8464050899,1.7105351143,0.7955639474,0.7376803143,65.1502480644,1.9031523203,14.6860376507,11.7120784431,49.4444822236,84.4340641198395,88.693384956862,88.5714763332834,115.708318543703,141.80502361205,
BA,2924678,Piraí do Norte,,,,,,,,,,,,,,,,1.3715841698,1.2687682135,0.6119182354,0.5856039222,0.5618691162,0.527712900748997,0.466807289246642,0.429958622977104,0.408863316408845,0.393902843366806,
BA,2924702,Piripá,,,,,,,,,,,,,,,,,11.4189139219,2.4476729418,2.3424156886,1.6856073485,2.11085160299599,1.86722915698657,1.71983449190842,1.22658994922653,1.57561137346722,
BA,2924801,Piritiba,,4.1717700228,,3.3302283765,4.6359601195,4.3152818282,5.3886660916,3.7970087303,5.8176430239,10.8423338336,3,1.8464050899,1.7105351143,1.5911278947,5.901442514,7.5437129338,6.9782251745,5.507264119,19.3249294311,12.9229896721,15.3036741217209,15.4046405451392,14.6185931812215,12.2658994922653,11.8170853010042,
BA,2924900,Planaltino,,,,,,,,,,,,,,,,2.7431683396,3.1719205339,,,,,,,,,
BA,2925006,Planalto,,,,,,,,,,,,,,,19.9173684849,61.7212876399,48.8475762214,22.029056476,22.2529490419,19.6654190662,14.7759612209719,14.4710259666459,14.1886345582444,3.27090653127076,3.15122274693445,
BA,2925105,Poções,,,,,12.3625603186,,,6.328347884,8.1447002334,7.5896336835,7,2.7696076348,1.7105351143,1.5911278947,1.4753606285,4.8005445942,3.8063046406,1.8357547063,2.3424156886,2.2474764647,2.11085160299599,1.86722915698657,1.71983449190842,2.45317989845307,2.75731990356764,
BA,2925204,Pojuca,,,,,,,,,,,,,,,,12.344257528,1.9031523203,0.6119182354,0.5856039222,0.5618691162,0.527712900748997,0.933614578493284,0.429958622977104,0.408863316408845,0.787805686733612,
BA,2925253,Ponto Novo,69.9809816468,54.2330102951,39.8946615264,48.2883114594,57.1768414739,54.6602364888,64.6639931001,55.6894613785,61.6670160532,44.4535687178,41,18.4640508987,20.5264213721,31.0269939467,27.2941716275,78.8660897621,95.7920001225,126.6670747369,89.0117961675,12.3611205559,22.6916547322069,20.5395207268523,20.638013902901,27.8027055158015,27.9671018790432,
BA,2925303,Porto Seguro,11.2872551043,10.4294250568,9.498728935,8.3255709412,10.8172402789,11.5074182081,,,,,,,,,3.6884015713,9.6010891884,5.0750728542,33.6555029494,28.6945921856,24.1603719956,30.6073482434418,27.5416300655519,27.5173518705346,22.0786190860776,22.4524620719079,
BA,2925402,Potiraguá,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2925501,Prado,,,,,,2.876854552,4.0414995688,3.7970087303,3.4905858143,,4,2.7696076348,2.5658026715,3.9778197368,4.4260818855,28.1174754804,34.8911258724,24.4767294178,16.9825137425,12.3611205559,7.38798061048596,11.6701822311661,10.7489655744276,8.99499296099459,9.45366824080334,
BA,2925600,Presidente Dutra,,,,,,,,,,,,,,,,11.6584654431,13.3220662422,,,,,,,,,
BA,2925709,Presidente Jânio Quadros,,,,,,,,,,,,,,,,37.7185646688,28.5472848047,31.2078300076,65.5876392813,32.5884087383,56.9929932808917,52.2824163956239,56.3245796100006,49.8813246018791,48.4500497341171,
BA,2925758,Presidente Tancredo Neves,,,,,,,,,,,,,,,,2.0573762547,2.5375364271,3.0595911772,2.9280196108,2.2474764647,2.11085160299599,2.33403644623321,2.14979311488552,2.04431658204422,2.36341706020084,
BA,2925808,Queimadas,,,,,,,,,,,,,,,22.1304094277,26.7458913106,20.9346755235,48.9534588355,48.0195216167,41.5783145971,100.265451142309,97.5627234525482,99.320441907711,121.432404973427,101.626933588636,
BA,2925907,Quijingue,,,,,,11.5074182081,17.5131647979,12.656695768,13.9623432573,26.0216012006,40,34.1584941625,5.131605343,1.5911278947,16.9666472279,46.6338617724,31.7192053386,39.1627670684,12.2976823652,63.491210128,215.83457640634,65.3530204945299,109.639448859161,139.422390895416,135.108675274814,
BA,2925931,Quixabeira,,,,,,,,,,,,,,,,,,,25.7665725748,18.5416808338,47.4941610674097,304.825159878057,199.070842438399,176.220089372212,94.5366824080334,
BA,2925956,Rafael Jambeiro,,,,,,,,,,,,,,,5.901442514,6.172128764,1.9031523203,0.6119182354,0.5856039222,0.5618691162,1.05542580149799,0.933614578493284,0.859917245954208,0.81772663281769,1.18170853010042,
BA,2926004,Remanso,,,,249.7671282381,166.8945643024,202.8182459191,193.9919793003,207.5698105929,162.8940046689,182.1512084044,193,172.6388759025,148.8165549481,360.3904681496,272.9417162746,1264.6006045336,1158.3853789647,1132.6606538065,530.5571534719,475.3412722857,916.109595700259,1019.50711971467,1078.33622642658,998.03535535399,1013.90591882616,
BA,2926103,Retirolândia,,,,,,,,,,,,,,,17.7043275421,19.8879704618,8.8813774948,5.507264119,12.2976823652,32.0265396221,48.0218739681587,53.6828382633638,128.557628270154,131.245124567239,94.1427795646666,
BA,2926202,Riachão das Neves,11.2872551043,12.5153100682,11.3984747219,11.6557993177,10.8172402789,11.5074182081,10.7773321834,10.1253566143,11.6352860478,11.926567217,11,8.3088229044,13.6842809148,11.1378952629,17.7043275421,19.2021783769,12.6876821354,3.0595911772,1.7568117665,1.6856073485,1.05542580149799,1.40042186773993,1.28987586893131,1.22658994922653,1.18170853010042,
BA,2926301,Riachão do Jacuípe,,,,,,,,,,,,,,,,12.344257528,15.8596026693,15.9098741215,13.4688902096,8.9899058588,13.7205354194739,10.7365676526728,10.3190069514505,15.945669339945,19.3012393249735,
BA,2926400,Riacho de Santana,,,,,,,,,,,,,,,15.4912865994,19.2021783769,68.5134835313,182.9635523977,105.9943099099,51.1300895721,120.318541370771,126.037968096593,134.147090368856,117.343771809338,111.080601829439,
BA,2926509,Ribeira do Amparo,,29.2023901589,56.9923736092,86.5859377892,80.3566420716,27.3301182444,12.1244987063,16.4537044983,10.471757443,7.5896336835,46,7.3856203595,3.4210702287,159.11278947,143.8476612798,378.5572308582,341.298649443,363.4794318536,171.5819491912,148.3334466707,1078.64516913095,1058.71893201138,1053.3986262939,849.209108181171,800.804480564716,
BA,2926608,Ribeira do Pombal,1805.9608166909,504.7841727462,949.8728934867,1598.5096207231,927.1920239021,503.4495466076,619.6966005424,1265.6695767857,383.9644395766,364.3024168089,1296,1587.9083772852,778.2934770272,1193.3459210252,739.8933551983,802.376739319,314.0201328519,821.8061902011,302.7572277538,309.0280138974,2669.17185198843,886.000234990127,1516.46406324025,869.243410685204,173.317251081395,
BA,2926657,Ribeirão do Largo,,,,,,129.458454842,129.3279862002,189.8504365178,139.6234325733,43.3693353344,88,59.0849628757,34.2107022869,28.6403021046,138.68389908,98.7540602239,57.0945696094,157.2629865091,146.9865844607,99.4508335633,201.058615185368,187.189722987904,179.292745781452,158.638966766632,153.622108913054,
BA,2926707,Rio de Contas,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2926806,Rio do Antônio,6.7723530626,6.257655034,5.6992373609,6.6604567529,6.1812801594,5.7537091041,5.3886660916,5.0626783071,5.8176430239,6.5054003002,4,1.8464050899,1.7105351143,1.5911278947,1.4753606285,1.3715841698,1.9031523203,4.2834276481,4.6848313772,3.9330838132,4.74941610674097,4.66807289246642,5.15950347572525,4.49749648049729,4.33293127703486,
BA,2926905,Rio do Pires,,,,,,,,,,,,,,,,2.0573762547,3.1719205339,1.2238364709,0.5856039222,0.5618691162,0.527712900748997,0.466807289246642,0.429958622977104,0.408863316408845,0.393902843366806,
BA,2927002,Rio Real,112.8725510432,120.9813306583,66.4911025442,64.9394533419,69.5394017927,64.729227421,61.9696600542,51.8924526482,67.4846590771,78.0648036019,49,21.2336585335,24.802759158,25.4580463152,43.5231385411,48.6912380271,46.9444239011,26.3124841241,21.6673451197,15.732335253,14.2482483202229,14.4710259666459,13.7586759352673,11.0393095430388,10.6353767709038,
BA,2927101,Rodelas,22.5745102086,18.7729651022,5.6992373609,4.9953425648,4.6359601195,4.3152818282,4.0414995688,3.7970087303,3.4905858143,2.1684667667,2,1.8464050899,1.7105351143,1.5911278947,2.950721257,2.7431683396,3.1719205339,,,,,,,,,
BA,2927200,Ruy Barbosa,,,,,,81.9903547332,88.9129905127,,,47.7062688678,,,,,51.6376219979,30.86064382,34.2567417657,20.1933017696,16.3969098203,11.7992514397,16.8868128239679,14.0042186773993,14.1886345582444,13.4924894414919,13.3926966744714,
BA,2927309,Salinas da Margarida,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2927408,Salvador,,,,,,,,,,,,,,,,1.3715841698,1.9031523203,1.2238364709,1.1712078443,1.1237382324,1.05542580149799,1.40042186773993,0.859917245954208,1.22658994922653,1.18170853010042,
BA,2927507,Santa Bárbara,,,,,,38.8375364525,47.1508283022,39.2357568803,39.5599725624,39.032401801,43,14.7712407189,8.5526755717,7.1600755262,11.0652047138,11.6584654431,5.7094569609,5.507264119,2.3424156886,2.8093455809,2.63856450374499,2.33403644623321,2.14979311488552,2.04431658204422,1.96951421683403,
BA,2927606,Santa Brígida,,,,,,17.2611273122,,13.9223653446,60.5034874484,,172,206.797370065,155.6586954054,254.580463152,312.0387729301,400.5025775746,164.9398677606,118.7121376761,21.0817411976,25.8459793441,206.863457093607,298.756665117851,257.975173786262,145.14647732514,188.6794619727,
BA,2927705,Santa Cruz Cabrália,6.7723530626,4.1717700228,3.7994915739,3.3302283765,4.6359601195,4.3152818282,,,,,,,,,111.3897274526,94.6393077146,107.8452981511,73.4301882533,65.0020353591,47.758874875,42.2170320599198,44.346692478431,46.0055726585501,45.3838281213818,42.1476042402482,
BA,2927804,Santa Cruz da Vitória,,,,209.80438772,271.9763270112,366.7989553854,398.7612907838,264.5249415482,,675.4773978332,739,156.0212300937,165.9219060915,125.6991036813,140.1592597086,57.6065351306,60.2664901433,15.9098741215,8.1984549102,58.9962571986,126.651096179759,114.367785865427,112.649159220001,104.260145684255,35.4512559030125,
BA,2927903,Santa Inês,,,,,,,,,,,,,,,,7.5437129338,8.246993388,1.8357547063,1.1712078443,1.1237382324,1.05542580149799,14.9378332558925,19.3481380339697,15.5368060235361,7.48415402396931,
BA,2928000,Santaluz,,,,,,,,,,,,,,,8.1144834568,14.4016337826,8.8813774948,7.9549370608,26.9377804191,25.284110228,33.7736256479358,46.6807289246642,66.6435865614511,56.8320009808294,38.602478649947,
BA,2928059,Santa Luzia,9.0298040835,6.257655034,,,,,,,,,,1.8464050899,1.7105351143,,,,,,,,3.16627740449398,2.80084373547985,2.57975173786262,0.81772663281769,0.787805686733612,
BA,2928109,Santa Maria da Vitória,,,,,,,,,,,,,,,,3.4289604244,3.8063046406,1.2238364709,1.1712078443,1.1237382324,1.05542580149799,0.933614578493284,0.859917245954208,0.81772663281769,1.18170853010042,
BA,2928208,Santana,,,,,,,,,,,,,,,,6.172128764,7.6126092813,28.1482388304,27.5233843413,15.732335253,16.8868128239679,19.605906148359,19.3481380339697,53.1522311331498,17.3317251081395,
BA,2928307,Santanópolis,,,26.5964410175,24.9767128237,33.9970408764,63.2908001449,80.829991375,35.43874815,60.5034874484,54.211669168,66,24.0032661683,13.6842809148,14.3201510523,37.621696027,47.3196538573,17.1283708828,6.1191823544,4.6848313772,2.8093455809,2.63856450374499,2.33403644623321,2.14979311488552,2.45317989845307,2.36341706020084,
BA,2928406,Santa Rita de Cássia,13.5447061252,12.5153100682,11.3984747219,11.6557993177,12.3625603186,11.5074182081,10.7773321834,10.1253566143,11.6352860478,11.926567217,11,7.3856203595,12.8290133576,11.1378952629,22.1304094277,19.2021783769,13.3220662422,9.1787735317,6.4416431437,4.4949529294,3.69399030524298,21.0063280160989,19.7780966569468,15.945669339945,17.7256279515063,
BA,2928505,Santa Teresinha,22.5745102086,12.5153100682,11.3984747219,11.6557993177,10.8172402789,10.0689909322,,7.5940174608,17.4529290717,19.5162009005,17,6.4624178145,2.5658026715,3.1822557894,10.3275243996,14.4016337826,10.7845298151,7.9549370608,33.3794235628,26.4078484603,32.1904869456888,28.4752446440452,25.7975173786262,21.2608924532599,20.4829478550739,
BA,2928604,Santo Amaro,,,,,12.3625603186,10.0689909322,13.4716652292,13.9223653446,11.6352860478,11.926567217,12,2.7696076348,3.4210702287,,1.4753606285,0.6857920849,18.3971390964,17.7456288279,15.225701976,12.3611205559,11.0819709157289,10.7365676526728,9.88904832847339,9.40385627740343,9.45366824080334,
BA,2928703,Santo Antônio de Jesus,,,,,,,,,,,,,,,,2.0573762547,1.9031523203,2.4476729418,2.3424156886,1.6856073485,7.91569351123496,7.46891662794627,6.44937934465656,1.22658994922653,1.18170853010042,
BA,2928802,Santo Estêvão,,,,,,,,,,,,,,,76.7187526826,73.379753083,24.7409801641,22.029056476,14.6400980539,7.8661676265,5.27712900748997,4.66807289246642,4.72954485274814,4.90635979690614,4.72683412040167,
BA,2928901,São Desidério,11.2872551043,12.5153100682,11.3984747219,11.6557993177,12.3625603186,11.5074182081,10.7773321834,10.1253566143,11.6352860478,11.926567217,11,7.3856203595,10.2632106861,10.3423313156,9.5898440853,20.5737625466,13.956450349,12.8502829443,10.5408705988,6.7424293941,5.27712900748997,5.13488018171306,5.15950347572525,4.49749648049729,5.12073696376848,
BA,2928950,São Domingos,,,,,,,,,,,,,,,6.6391228283,4.8005445942,,1.8357547063,13.4688902096,16.8560734853,24.2747934344539,21.0063280160989,9.02913108251918,8.58612964458574,6.30244549386889,
BA,2929008,São Félix,,,,3.3302283765,7.7266001992,5.7537091041,4.0414995688,2.5313391537,4.6541144191,2.1684667667,,,,,,1.3715841698,0.6343841068,,,,,,,,,
BA,2929057,São Félix do Coribe,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2929107,São Felipe,,,,,,,,,,,,,,,,2.0573762547,1.9031523203,0.6119182354,0.5856039222,73.042985103,158.313870224699,145.643874244952,142.316304205421,131.245124567239,123.29158997381,
BA,2929206,São Francisco do Conde,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2929255,São Gabriel,,,,,,,,1.2656695768,,,,,,,,11.6584654431,13.3220662422,5.507264119,5.2704352994,2.8093455809,2.63856450374499,2.80084373547985,2.57975173786262,2.45317989845307,2.36341706020084,
BA,2929305,São Gonçalo dos Campos,22.5745102086,31.2882751703,43.6941531003,43.2929688946,58.7221615138,129.458454842,115.856320971,64.5491484162,118.6799176873,108.423338336,114,44.3137221568,24.802759158,22.2757905258,26.5564913132,31.5464359049,22.203443737,19.5813835342,12.8832862874,7.3042985103,6.33255480898797,5.60168747095971,5.58946209870235,5.31522311331498,5.12073696376848,
BA,2929354,São José da Vitória,6.7723530626,4.1717700228,,,,,,,,,,,,,,,,,,,,,,,,
BA,2929370,São José do Jacuípe,,,,,,,,,,,,,,,,,,,24.0097608083,19.6654190662,23.2193676329559,42.9462706106911,37.406400199008,33.5267919455253,47.2683412040167,
BA,2929404,São Miguel das Matas,,,,,,,,,,,,,,,,7.5437129338,8.246993388,3.0595911772,2.9280196108,2.8093455809,2.11085160299599,2.33403644623321,2.14979311488552,1.63545326563538,1.57561137346722,
BA,2929503,São Sebastião do Passé,,,,41.6278547062,24.7251206375,17.2611273122,18.8603313208,21.5163828054,18.6164576764,18.4319675171,18,4.6160127247,5.131605343,,3.6884015713,3.4289604244,1.9031523203,32.4316664785,28.6945921856,21.3510264147,22.1639418314579,20.5395207268523,20.638013902901,19.6254391876246,21.2707535418075,
BA,2929602,Sapeaçu,,,,,,,,,,,,,,,,5.4863366791,4.4406887474,2.4476729418,2.9280196108,2.2474764647,2.11085160299599,1.86722915698657,1.71983449190842,1.63545326563538,1.57561137346722,
BA,2929701,Sátiro Dias,94.8129428763,95.9507105219,132.9822050881,248.1020140498,273.5216470512,701.9525106985,572.5457722404,618.9124230481,501.4808286592,431.5248865772,216,200.3349522505,186.4483274637,214.8022657845,287.6953225597,300.376933181,24.1065960573,31.8197482431,20.4961372754,21.3510264147,27.9687837396968,18.205484280619,28.3772691164889,24.9406623009395,26.391490505576,
BA,2929750,Saubara,,,,,,,,,,,,,,,0.7376803143,0.6857920849,,,,,,,,,,
BA,2929800,Saúde,,,,,,,,,,,,,,,,66.5218322341,72.3197881719,11.014528238,7.612850988,3.9330838132,3.16627740449398,39.6786195859646,34.8266484611454,29.029295465028,22.0585592285411,
BA,2929909,Seabra,,,,,,,,,,,,,,,3.6884015713,34.2896042444,26.6441324844,16.521792357,14.0544941317,19.6654190662,16.3590999232189,39.2118122967179,21.0679725258781,22.8963457188953,21.2707535418075,
BA,2930006,Sebastião Laranjeiras,,,,,,,,,,,,,,,,,,,,,1.05542580149799,1.40042186773993,1.28987586893131,0.81772663281769,26.391490505576,
BA,2930105,Senhor do Bonfim,81.2682367511,58.4047803179,70.2905941181,74.9301384715,66.448761713,63.2908001449,83.5243244209,73.4088354536,66.3211304723,66.1382363849,87,50.7761399713,53.0265885447,68.4184994721,64.9158676545,30.1748517351,36.7942781927,31.8197482431,26.3521764969,36.5214925515,33.7736256479358,26.141208197812,25.3675587556491,23.3052090353042,22.8463649152747,
BA,2930154,Serra do Ramalho,,,,,,,,,,,,,,,92.9477195962,329.1802007463,1189.4702001965,246.6030488839,374.7865101788,379.2616534195,377.314724035533,403.321497909099,409.320609074203,369.203574717187,371.056478451531,
BA,2930204,Sento Sé,31.6043142921,16.6870800907,18.9974578697,18.3162560708,13.9078803586,14.3842727601,20.2074978438,8.8596870374,6.9811716287,8.6738670669,9,3.6928101797,5.131605343,3.9778197368,2.950721257,3.4289604244,3.8063046406,3.6715094127,2.9280196108,1.6856073485,2.11085160299599,1.86722915698657,2.14979311488552,2.04431658204422,1.96951421683403,
BA,2930303,Serra Dourada,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2930402,Serra Preta,,,,,,,,,,,,,,,,12.344257528,,0.6119182354,0.5856039222,0.5618691162,0.527712900748997,0.466807289246642,0.429958622977104,0.408863316408845,0.393902843366806,
BA,2930501,Serrinha,9.0298040835,204.416731112,199.4733076323,246.4368998614,142.1694436649,51.7833819367,36.3734961189,129.0982968321,61.6670160532,97.5810045024,140,18.4640508987,2.5658026715,4.7733836841,5.1637621998,72.6939609981,65.9759471042,48.9534588355,26.9377804191,38.7689690162,61.2146964868837,87.2929630891221,128.987586893131,168.860549676853,84.2952084804965,
BA,2930600,Serrolândia,,,,,,,,,,,,,,,,13.0300496129,13.956450349,3.6715094127,2.3424156886,8.4280367427,1.05542580149799,5.13488018171306,5.15950347572525,3.27090653127076,75.2354430830599,
BA,2930709,Simões Filho,,,,,,,,,,,,,,,,3.4289604244,3.8063046406,0.6119182354,0.5856039222,0.5618691162,0.527712900748997,0.466807289246642,0.859917245954208,0.408863316408845,0.393902843366806,
BA,2930758,Sítio do Mato,,,,,,,,,,,,,,,,7.5437129338,12.0532980287,2.4476729418,1.7568117665,9.551774975,13.7205354194739,14.4710259666459,14.1886345582444,13.4924894414919,13.3926966744714,
BA,2930766,Sítio do Quinto,,,,,,,9.4301656604,11.3910261911,9.3082288382,10.8423338336,32,66.4705832352,83.8162206029,127.290231576,168.1911116503,373.0708941791,114.1891392189,85.6685529621,84.3269647902,71.9192468707,116.096838164779,245.073826854487,214.979311488552,153.323743653317,162.681874310491,
BA,2930774,Sobradinho,4.5149020417,4.1717700228,3.7994915739,4.9953425648,4.6359601195,4.3152818282,6.7358326145,5.0626783071,5.8176430239,6.5054003002,8,2.7696076348,5.131605343,3.1822557894,2.950721257,3.4289604244,4.4406887474,3.0595911772,2.3424156886,1.6856073485,1.58313870224699,1.86722915698657,2.14979311488552,2.04431658204422,2.36341706020084,
BA,2930808,Souto Soares,,,,,,,,,2.3270572096,2.1684667667,1,0.9232025449,,,0.7376803143,3.4289604244,2.5375364271,2.4476729418,1.7568117665,1.1237382324,2.11085160299599,7.93572391719292,10.3190069514505,6.13294974613267,3.54512559030125,
BA,2930907,Tabocas do Brejo Velho,,,,,,,,,,,,,,,,0.6857920849,0.6343841068,,0.5856039222,,,0.933614578493284,0.859917245954208,0.81772663281769,0.393902843366806,
BA,2931004,Tanhaçu,,,,,,,,,,,,,,,,,,,,,,,,0.408863316408845,0.393902843366806,
BA,2931053,Tanque Novo,,,,,,,,,,,,,,,,10.9726733582,14.5908344557,16.521792357,12.8832862874,12.9229896721,142.482483202229,133.040077435293,142.746262828398,116.117181860112,101.626933588636,
BA,2931103,Tanquinho,,,,,,,,,,,,,,,,10.9726733582,14.5908344557,14.0741194152,11.7120784431,7.8661676265,12.1373967172269,9.33614578493284,9.02913108251918,10.63044622663,10.6353767709038,
BA,2931202,Taperoá,,,,,,,,,,,,,,,,1.3715841698,1.9031523203,0.6119182354,0.5856039222,0.5618691162,0.527712900748997,0.466807289246642,0.429958622977104,0.408863316408845,0.393902843366806,
BA,2931301,Tapiramutá,,,,,,,,,,,,,,,2.2130409428,2.7431683396,2.5375364271,1.2238364709,1.1712078443,1.1237382324,1.05542580149799,0.933614578493284,0.859917245954208,0.81772663281769,0.787805686733612,
BA,2931350,Teixeira de Freitas,11.2872551043,8.3435400454,7.5989831478,108.2324222364,115.8990029877,133.7737366699,149.535484044,121.5042793715,301.3539086374,60.7170694681,73,394.2074866865,460.1339457589,572.8060420921,575.3906451194,822.9505018657,1081.6249020453,865.2523849176,158.6986629038,106.1932629575,61.7424093876327,63.95259862679,64.9237520695427,58.058590930056,57.5098151315537,
BA,2931400,Teodoro Sampaio,,,,,,,,,,,,,,,0.7376803143,6.172128764,3.1719205339,0.6119182354,0.5856039222,0.5618691162,0.527712900748997,0.466807289246642,0.429958622977104,0.408863316408845,0.393902843366806,
BA,2931509,Teofilândia,2.2574510209,91.7789404994,87.3883062009,153.1905053194,88.0832422708,31.6454000725,60.6224935313,202.5071322857,102.3905172204,151.7926736704,203,103.3986850325,71.8424748025,83.5342144718,57.5390645119,53.4917826213,12.0532980287,6.1191823544,16.3969098203,19.6654190662,32.7181998464378,56.0168747095971,61.914041708703,74.8219869028186,43.3293127703486,
BA,2931608,Teolândia,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2931707,Terra Nova,,,,,,,,,,,,,,,0.7376803143,0.6857920849,0.6343841068,,,,,,,,,
BA,2931806,Tremedal,,,,,,8.6305636561,9.4301656604,,13.9623432573,7.5896336835,,,,,,15.0874258675,8.8813774948,9.1787735317,8.1984549102,4.4949529294,87.0726286235845,91.4942286923419,93.7309798090086,78.9106200669071,76.8110544565271,
BA,2931905,Tucano,2031.7059187772,52.1471252836,,66.6045675302,826.7462213127,313.5771461727,320.6256324547,772.0584418393,378.1467965527,388.1555512428,394,313.8888652773,76.9740801455,16.7068428944,496.458851494,846.2674327519,545.5703318235,419.163991279,284.0179022449,361.843710818,1273.89894240808,914.942286923419,473.384443897791,301.332264193319,293.063715464904,
BA,2932002,Uauá,,,,,24.7251206375,17.2611273122,16.1659982749,12.656695768,12.7988146526,17.3477341338,15,14.7712407189,2.5658026715,0.7955639474,92.2100392819,65.8360401493,50.7507285417,4.8953458836,3.5136235329,12.3611205559,18.9976644269639,16.3382551236325,20.2080552799239,11.8570361758565,11.8170853010042,
BA,2932101,Ubaíra,,,,,,,,,,,,,,,,0.6857920849,0.6343841068,1.2238364709,1.1712078443,0.5618691162,0.527712900748997,0.466807289246642,0.429958622977104,0.408863316408845,0.393902843366806,
BA,2932200,Ubaitaba,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,2932309,Ubatã,,,,,,,,,,,,,,,,1.3715841698,1.2687682135,5.507264119,4.0992274551,2.8093455809,2.63856450374499,2.33403644623321,2.57975173786262,2.04431658204422,2.36341706020084,
BA,2932408,Uibaí,,,,,,,,,,,,,,,,5.4863366791,6.3438410677,14.0741194152,11.1264745209,8.9899058588,8.97111931273295,8.40253120643956,8.16921383656497,7.35953969535921,7.09025118060251,
BA,2932457,Umburanas,,,,,,,,,,,,,,,,19.2021783769,19.0315232031,11.6264464734,9.9552666766,5.0568220456,6.33255480898797,19.605906148359,35.6865657070996,21.6697557696688,20.4829478550739,
BA,2932507,Una,67.7235306259,68.8342053744,75.9898314789,76.5952526596,89.6285623105,105.0051911496,110.4676548794,,,,,,,,,18.516386292,10.1501457083,15.2979558861,15.225701976,10.6755132074,9.49883221348195,19.605906148359,18.4882207880155,7.76840301176805,8.66586255406973,
BA,2932606,Urandi,15.802157146,8.3435400454,7.5989831478,8.3255709412,13.9078803586,14.3842727601,13.4716652292,11.3910261911,16.2894004669,14.0950339837,10,5.5392152696,3.4210702287,3.1822557894,2.950721257,2.7431683396,3.8063046406,4.2834276481,3.5136235329,2.8093455809,1.58313870224699,1.86722915698657,1.71983449190842,1.63545326563538,6.30244549386889,
